OTU,Domain,Phylum,Class,Order,Family,Genus,Species
MW175312.1,k__Eukaryota,p__Chytridiomycota,c__Opisthokonta,o__Neocallimastigales,f__Neocallimastigaceae,g__Orpinomyces,s__Orpinomyces_joyonii
MK588786.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Russulales,f__Peniophoraceae,g__Peniophora,s__Peniophora_rufa
AF492077.1,k__Eukaryota,p__Ascomycota,c__Opisthokonta,o__Taphrinales,f__Taphrinaceae,g__Taphrina,s__Taphrina_alni
LC096169.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__unidentified,g__Cryptocoryneum,s__Cryptocoryneum_paracondensatum
LC271242.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Neohendersoniaceae,g__Brevicollum,s__Brevicollum_hyalosporum
MK894024.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Steccherinaceae,g__Steccherinum,s__Steccherinum_nitidum
DQ366848.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Microbotryales,f__Microbotryaceae,g__Microbotryum,s__Microbotryum_adenopetalae
MK539969.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Phaeosphaeriaceae,g__Setophoma,s__Setophoma_pseudosacchari
DQ414543.1,k__Eukaryota,p__Ascomycota,c__saccharomyceta,o__Saccharomycetales,f__Phaffomycetaceae,g__Cyberlindnera,s__Cyberlindnera_veronae
MK247705.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Phaeosphaeriaceae,g__Neosetophoma,s__Neosetophoma_samarorum
MK404479.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Meruliaceae,g__Crustodontia,s__Crustodontia_chrysocreas
MN688827.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Pleosporaceae,g__Johnalcornia,s__Johnalcornia_aberrans
JF740222.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Leptosphaeriaceae,g__Plenodomus,s__Plenodomus_fallaciosus
AF492116.1,k__Eukaryota,p__Ascomycota,c__Opisthokonta,o__Taphrinales,f__Taphrinaceae,g__Taphrina,s__Taphrina_robinsoniana
MW899533.1,k__Eukaryota,p__Chytridiomycota,c__Opisthokonta,o__Neocallimastigales,f__Neocallimastigaceae,g__Anaeromyces,s__Anaeromyces_mucronatus
MW175320.1,k__Eukaryota,p__Chytridiomycota,c__Opisthokonta,o__Neocallimastigales,f__Neocallimastigaceae,g__Khoyollomyces,s__Khoyollomyces_ramosus
LC202043.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Kriegeriales,f__Camptobasidiaceae,g__Glaciozyma,s__Glaciozyma_antarctica
MN513042.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Russulales,f__Hericiaceae,g__Hericium,s__Hericium_cirrhatum
MW404731.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Pucciniales,f__Pucciniaceae,g__Puccinia,s__Puccinia_rangiferina
KP413066.1,k__Eukaryota,p__unidentified,c__Opisthokonta,o__Entorrhizales,f__Entorrhizaceae,g__Entorrhiza,s__Entorrhiza_cypericola
KY633514.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Phacidiales,f__Phacidiaceae,g__Gloeopycnis,s__Gloeopycnis_protuberans
KY103078.1,k__Eukaryota,p__Ascomycota,c__saccharomyceta,o__Saccharomycetales,f__Phaffomycetaceae,g__Cyberlindnera,s__Cyberlindnera_rhizosphaerae
MG828935.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Didymosphaeriaceae,g__Paraphaeosphaeria,s__Paraphaeosphaeria_rosae
KX820255.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Neohendersoniaceae,g__Neohendersonia,s__Neohendersonia_kickxii
KJ415542.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Pleosporaceae,g__Curvularia,s__Curvularia_bannonii
GQ272633.1,k__Eukaryota,p__Ascomycota,c__leotiomyceta,o__Sareales,f__Zythiaceae,g__Atrozythia,s__Atrozythia_lignicola
MF991941.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Phaeosphaeriaceae,g__Parastagonospora,s__Parastagonospora_avenae
AF444569.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricostilbales,f__Agaricostilbaceae,g__Pseudobensingtonia,s__Pseudobensingtonia_musae
KY103068.1,k__Eukaryota,p__Ascomycota,c__saccharomyceta,o__Saccharomycetales,f__Phaffomycetaceae,g__Cyberlindnera,s__Cyberlindnera_mississippiensis
KF251394.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Septoria,s__Septoria_cruciatae
HQ446350.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Savoryellales,f__Savoryellaceae,g__Savoryella,s__Savoryella_appendiculata
MZ637029.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Meruliaceae,g__Phlebiodontia,s__Phlebiodontia_acanthocystis
EU118655.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Meruliaceae,g__Phlebia,s__Phlebia_nitidula
MW732429.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Meruliaceae,g__Crustodontia,s__Crustodontia_tongxiniana
MH718302.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Filobasidiales,f__Piskurozymaceae,g__Solicoccozyma,s__Solicoccozyma_zizaniae
MH861803.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Russulales,f__Lachnocladiaceae,g__Vararia,s__Vararia_trinidadensis
KP814198.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__unidentified,g__Neohypochnicium,s__Neohypochnicium_geogenium
JF331663.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Mycosphaerella,s__Mycosphaerella_coffeicola
MG136836.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Thelephorales,f__Thelephoraceae,g__Tomentella,s__Tomentella_longisterigmata
MN809342.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Polyporaceae,g__Trametes,s__Trametes_coccinea
KX965735.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Massarinaceae,g__Stagonospora,s__Stagonospora_multiseptata
JX017310.1,k__Eukaryota,p__Chytridiomycota,c__Opisthokonta,o__Neocallimastigales,f__Neocallimastigaceae,g__Oontomyces,s__Oontomyces_anksri
KU163657.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Phaeosphaeriaceae,g__Septoriella,s__Septoriella_dactylidis
JQ172749.3,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Mycosphaerellales,f__Teratosphaeriaceae,g__Acidiella,s__Acidiella_bohemica
MW175363.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Pleosporaceae,g__Curvularia,s__Curvularia_moringae
AY219360.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Meruliaceae,g__Hydnophlebia,s__Hydnophlebia_omnivora
KX752608.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Irpicaceae,g__Ceriporia,s__Ceriporia_humilis
JQ754042.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Tremellales,f__Bulleribasidiaceae,g__Hannaella,s__Hannaella_oryzae
MK795226.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Periconiaceae,g__Periconia,s__Periconia_byssoides
KP135347.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Meruliaceae,g__Scopuloides,s__Scopuloides_rimosa
MK560878.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Auriculariales,f__Exidiaceae,g__Eichleriella,s__Eichleriella_xinpingensis
JQ665484.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Sebacinales,f__Sebacinaceae,g__Sebacina,s__Sebacina_epigaea
KF274644.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Polyporaceae,g__Fomitella,s__Fomitella_supina
AF385445.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Tremellales,f__Bulleribasidiaceae,g__Dioszegia,s__Dioszegia_zsoltii
KC584232.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Pleosporaceae,g__Alternaria,s__Alternaria_dennisii
EF394832.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Readeriella,s__Readeriella_dendritica
MG050100.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Radulomycetaceae,g__Radulomyces,s__Radulomyces_paumanokensis
KC584200.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Pleosporaceae,g__Alternaria,s__Alternaria_helianthiinficiens
KY244090.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Gelatoporiaceae,g__Obba,s__Obba_thailandica
EF652085.1,k__Eukaryota,p__Ascomycota,c__leotiomyceta,o__Eurotiales,f__Aspergillaceae,g__Aspergillus,s__Aspergillus_xerophilus
JF908003.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Entolomataceae,g__Entoloma,s__Entoloma_platyphylloides
HM562158.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Pluteaceae,g__Pluteus,s__Pluteus_longistriatus
MK442620.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Venturiales,f__Sympoventuriaceae,g__Pseudosigmoidea,s__Pseudosigmoidea_alnicola
KP814161.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__unidentified,g__Neohypochnicium,s__Neohypochnicium_cremicolor
MG576057.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Hymenochaetales,f__Hymenochaetaceae,g__Inonotus,s__Inonotus_micantissimus
MH137811.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Pleurotaceae,g__Hohenbuehelia,s__Hohenbuehelia_leightonii
EU834196.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Gomphales,f__Gomphaceae,g__Clavariadelphus,s__Clavariadelphus_sachalinensis
OL436788.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Hymenochaetales,f__Schizoporaceae,g__Hyphodontia,s__Hyphodontia_floccosa
AY364839.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricostilbales,f__Ruineniaceae,g__Ruinenia,s__Ruinenia_clavata
MF434191.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Pleosporaceae,g__Neocamarosporium,s__Neocamarosporium_lamiacearum
MH487549.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Hyaloscyphaceae,g__Hyaloscypha,s__Hyaloscypha_albohyalina
AF444409.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Tremellales,f__Trimorphomycetaceae,g__Sugitazyma,s__Sugitazyma_miyagiana
EU885415.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Cucurbitariaceae,g__Neocucurbitaria,s__Neocucurbitaria_keratinophila
MF954698.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Auriculariales,f__Auriculariaceae,g__Auricularia,s__Auricularia_americana
KY264029.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Fomitopsidaceae,g__Fomitopsis,s__Fomitopsis_palustris
MT310616.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Paradictyoarthriniaceae,g__Xenomassariosphaeria,s__Xenomassariosphaeria_clematidis
FN396126.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Psathyrellaceae,g__Coprinopsis,s__Coprinopsis_macrocephala
KT933645.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Pleosporaceae,g__Curvularia,s__Curvularia_aeria
DQ112621.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Lycoperdaceae,g__Bovista,s__Bovista_promontorii
MF951387.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Rosisphaerella,s__Rosisphaerella_rosicola
MN652673.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Massarinaceae,g__Helminthosporium,s__Helminthosporium_livistonae
EU089969.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Polyporaceae,g__Ganoderma,s__Ganoderma_carocalcareum
AY260064.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Cercospora,s__Cercospora_janseana
OM837174.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Cyphellaceae,g__Cyphella,s__Cyphella_digitalis
KP728828.1,k__Eukaryota,p__Ascomycota,c__saccharomyceta,o__Pezizales,f__Pezizaceae,g__Terfezia,s__Terfezia_cistophila
MH863810.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Hyphodermataceae,g__Hyphoderma,s__Hyphoderma_medioburiense
MW599272.1,k__Eukaryota,p__Oomycota,c__Stramenopiles,o__Peronosporales,f__Peronosporaceae,g__Peronospora,s__Peronospora_myosuri
HQ714670.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Hymenogastraceae,g__Alnicola,s__Alnicola_badia
MT707244.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Rhytismatales,f__Rhytismataceae,g__Parvacoccum,s__Parvacoccum_pini
MT600022.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Godroniaceae,g__Godronia,s__Godronia_cassandrae
KP330778.1,k__Eukaryota,p__Oomycota,c__Stramenopiles,o__Peronosporales,f__Peronosporaceae,g__Peronospora,s__Peronospora_litoralis
LT158413.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Sclerotiniaceae,g__Sclerencoelia,s__Sclerencoelia_fraxinicola
MH860210.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Godroniaceae,g__Godronia,s__Godronia_ribis
KM010026.1,k__Eukaryota,p__Ascomycota,c__saccharomyceta,o__Pezizales,f__Pyronemataceae,g__Otidea,s__Otidea_brunneoparva
KP330833.1,k__Eukaryota,p__Oomycota,c__Stramenopiles,o__Peronosporales,f__Peronosporaceae,g__Peronospora,s__Peronospora_obovata
KY103140.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Cystobasidiales,f__Cystobasidiaceae,g__Cystobasidium,s__Cystobasidium_minutum
KU306729.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Sclerotiniaceae,g__Valdensinia,s__Valdensinia_heterodoxa
AY943061.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Sporormiaceae,g__Preussia,s__Preussia_flanaganii
MW724293.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Mycenaceae,g__Mycena,s__Mycena_abramsii
KT215209.1,k__Eukaryota,p__Ascomycota,c__saccharomyceta,o__Orbiliales,f__Orbiliaceae,g__Arthrobotrys,s__Arthrobotrys_macroides
MH855875.1,k__Eukaryota,p__Ascomycota,c__saccharomyceta,o__Orbiliales,f__Orbiliaceae,g__Arthrobotrys,s__Arthrobotrys_polycephala
AF396862.1,k__Eukaryota,p__Ascomycota,c__saccharomyceta,o__Pezizales,f__Pezizaceae,g__Terfezia,s__Terfezia_leptoderma
MK569748.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Amanitaceae,g__Amanita,s__Amanita_huijsmanii
KT215196.1,k__Eukaryota,p__Ascomycota,c__saccharomyceta,o__Orbiliales,f__Orbiliaceae,g__Gamsylella,s__Gamsylella_lobata
KC992898.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Psathyrellaceae,g__Psathyrella,s__Psathyrella_orbicularis
MG925393.1,k__Eukaryota,p__Ascomycota,c__saccharomyceta,o__Pezizales,f__Pezizaceae,g__Ruhlandiella,s__Ruhlandiella_berolinensis
DQ491421.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Fomitopsidaceae,g__Fomitopsis,s__Fomitopsis_meliae
KR011124.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Cortinariaceae,g__Cortinarius,s__Cortinarius_putorius
AF139627.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Cystofilobasidiales,f__Cystofilobasidiaceae,g__Cystofilobasidium,s__Cystofilobasidium_capitatum
KX228264.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Mycosphaerellales,f__Teratosphaeriaceae,g__Meristemomyces,s__Meristemomyces_arctostaphylos
U51964.1,k__Eukaryota,p__Ascomycota,c__saccharomyceta,o__Orbiliales,f__Orbiliaceae,g__Dactylella,s__Dactylella_copepodii
MT849297.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Steccherinaceae,g__Cabalodontia,s__Cabalodontia_delicata
AB625592.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Sordariales,f__Chaetomiaceae,g__Humicola,s__Humicola_nigrescens
MH859838.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Pleosporaceae,g__Curvularia,s__Curvularia_deightonii
HQ714754.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Hymenogastraceae,g__Alnicola,s__Alnicola_luteolofibrillosa
MK733309.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Mycenaceae,g__Mycena,s__Mycena_semivestipes
MG926694.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Mycenaceae,g__Mycena,s__Mycena_fulgoris
EU784271.1,k__Eukaryota,p__Ascomycota,c__saccharomyceta,o__Pezizales,f__Pezizaceae,g__Hydnobolites,s__Hydnobolites_cerebriformis
MW301361.1,k__Eukaryota,p__Ascomycota,c__saccharomyceta,o__Orbiliales,f__Orbiliaceae,g__Arthrobotrys,s__Arthrobotrys_thaumasia
KJ869145.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Torulaceae,g__Dendryphion,s__Dendryphion_europaeum
GU646862.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Sporidiobolales,f__Sporidiobolaceae,g__Rhodotorula,s__Rhodotorula_taiwanensis
MK449355.1,k__Eukaryota,p__Ascomycota,c__leotiomyceta,o__Eurotiales,f__Aspergillaceae,g__Penicillium,s__Penicillium_oxalicum
KP336774.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Sordariales,f__Chaetomiaceae,g__Chaetomium,s__Chaetomium_longiciliata
AB481254.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Lachnaceae,g__Lachnum,s__Lachnum_fuscescens
MF684869.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Phaeosphaeriaceae,g__Yunnanensis,s__Yunnanensis_phragmitis
FN428919.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Tremellales,f__Rhynchogastremaceae,g__Papiliotrema,s__Papiliotrema_nemorosus
AF472627.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Tremellales,f__Rhynchogastremaceae,g__Papiliotrema,s__Papiliotrema_perniciosus
AJ430224.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Ploettnerulaceae,g__Pyrenopeziza,s__Pyrenopeziza_revincta
MW740256.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Irpicaceae,g__Meruliopsis,s__Meruliopsis_corium
JF740182.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Coniothyriaceae,g__Coniothyrium,s__Coniothyrium_dolichi
EU915446.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Malasseziales,f__Malasseziaceae,g__Malassezia,s__Malassezia_sympodialis
HG977201.1,k__Eukaryota,p__Mucoromycota,c__Opisthokonta,o__Archaeosporales,f__Archaeosporaceae,g__Archaeospora,s__Archaeospora_spainiae
KR859168.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Dermateaceae,g__Pezicula,s__Pezicula_corylina
LT904865.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Lachnaceae,g__Capitotricha,s__Capitotricha_rubi
EU118648.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Irpicaceae,g__Meruliopsis,s__Meruliopsis_taxicola
KY947838.1,k__Eukaryota,p__Ascomycota,c__OSLEUM clade,o__Umbilicariales,f__Umbilicariaceae,g__Umbilicaria,s__Umbilicaria_polyrrhiza
MT214350.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Didymosphaeriaceae,g__Montagnula,s__Montagnula_chromolaenae
MZ636980.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Irpicaceae,g__Gloeoporus,s__Gloeoporus_orientalis
MW715872.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Sclerotiniaceae,g__Martininia,s__Martininia_panamaensis
KF874620.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Mollisiaceae,g__Mollisia,s__Mollisia_panicicola
MF795753.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Cucurbitariaceae,g__Astragalicola,s__Astragalicola_amorpha
MH718306.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Tremellales,f__Rhynchogastremaceae,g__Papiliotrema,s__Papiliotrema_zeae
MZ954853.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Hymenochaetales,f__Hymenochaetaceae,g__Phellinotus,s__Phellinotus_teixeirae
KX263833.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Phaeosphaeriaceae,g__Phaeosphaeria,s__Phaeosphaeria_halima
KX306775.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Phaeosphaeriaceae,g__Wojnowiciella,s__Wojnowiciella_leptocarpi
GU327539.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Tremellales,f__Rhynchogastremaceae,g__Papiliotrema,s__Papiliotrema_bandonii
KF251181.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Phaeosphaeriaceae,g__Juncaceicola,s__Juncaceicola_alpina
KM250176.1,k__Eukaryota,p__Ascomycota,c__OSLEUM clade,o__Lecanorales,f__Parmeliaceae,g__Parmelia,s__Parmelia_subdivaricata
U58636.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Lachnaceae,g__Lachnum,s__Lachnum_clandestinum
LC596928.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Helotiaceae,g__Hymenoscyphus,s__Hymenoscyphus_monotropae
MT185512.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Heterosphaeriaceae,g__Heterosphaeria,s__Heterosphaeria_linariae
JX496094.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Didymosphaeriaceae,g__Paraphaeosphaeria,s__Paraphaeosphaeria_sardoa
AY781277.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__unidentified,g__Hypochnicium,s__Hypochnicium_lundellii
MZ636992.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Irpicaceae,g__Irpex,s__Irpex_lenis
MT627680.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Morosphaeriaceae,g__Aquihelicascus,s__Aquihelicascus_songkhlaensis
MW740309.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Auriculariales,f__Exidiaceae,g__Exidiopsis,s__Exidiopsis_mucedinea
KX262120.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Auriculariales,f__Exidiaceae,g__Eichleriella,s__Eichleriella_alliciens
MN906214.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Cenangiaceae,g__Chlorencoelia,s__Chlorencoelia_versiformis
MW015778.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Malasseziales,f__Malasseziaceae,g__Malassezia,s__Malassezia_globosa
AF487895.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__unidentified,g__Rhexocercosporidium,s__Rhexocercosporidium_carotae
LC438570.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Lachnaceae,g__Incrucipulum,s__Incrucipulum_pseudosulphurellum
MN994595.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Phaeosphaeriaceae,g__Pseudostaurosphaeria,s__Pseudostaurosphaeria_chromolaenicola
AF439496.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Phaeosphaeriaceae,g__Juncaceicola,s__Juncaceicola_padellana
MK442594.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Cucurbitariaceae,g__Neocucurbitaria,s__Neocucurbitaria_prunicola
MW991427.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Lichenostigmatales,f__Phaeococcomycetaceae,g__Antarctolichenia,s__Antarctolichenia_onofrii
KX449529.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Phaeosphaeriaceae,g__Juncaceicola,s__Juncaceicola_luzulae
KU975465.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Hymenochaetales,f__Hymenochaetaceae,g__Hymenochaete,s__Hymenochaete_fuliginosa
U04207.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Leptosphaeriaceae,g__Leptosphaeria,s__Leptosphaeria_conoidea
JX623898.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Meruliaceae,g__Hydnophlebia,s__Hydnophlebia_alachuana
